Compound_ID,Protein_ID,Label
9803963,Q07869,1
9803963,Q03181,1
DB06510,Q07869,0
DB06510,P37231,1
DB06521,Q07869,0
DB06521,P37231,1
DB06521,O14920,0
DB06521,P18031,0
DB06533,Q07869,0
DB06533,P37231,1
9956726,Q07869,0
9956726,Q15788,1
2787,Q07869,0
2787,P37231,1
2787,Q03181,0
DB09064,Q07869,0
72304,Q07869,0
72304,P37231,0
5280492,Q07869,0
5280492,O35433,1
5280492,Q9NPC1,1
5280492,Q15722,0
28517,P0AAI5,1
28517,P0A953,0
28517,P0A6R0,0
28517,P49327,0
16086836,P0AAI5,1
6857724,P0AAI5,1
2969,P0A953,0
2969,Q9NZD2,0
2969,P37231,0
2969,Q51911,1
2969,P09958,1
2969,P9WK83,0
2969,Q6ZZJ1,0
2969,Q9NQS5,1
445629,P0A953,0
445629,P9WQD9,1
735838,P0A953,1
5494446,P0A953,0
5494447,P0A953,1
4495,P02788,1
4495,Q9NZK7,0
4495,Q2A865,0
4495,P23219,1
4495,P35354,0
119828,P02788,1
119828,P35354,0
114683,P02788,0
8758,P02788,0
444200,P02788,0
444200,P02924,1
180559,P02788,1
180559,Q9NZK7,1
108156,P17900,0
108156,P25105,1
446876,P17900,0
446876,P04054,1
657272,P17900,0
657272,P11229,0
657272,P08172,0
657272,P20309,1
657272,P08173,0
657272,P08912,1
6323208,P04936,1
5361,P14555,1
5361,P00734,1
5361,P23945,0
5361,P68638,0
5361,Q9NXA8,0
5361,P47824,1
5361,P49653,0
5361,P56373,1
5361,P49654,0
5361,P51578,1
5361,Q96G91,1
5361,Q9BPV8,1
5361,P47900,0
5361,Q15077,1
5361,Q92736,1
5361,P21817,0
5361,P41231,0
9886917,P14555,1
9886917,O15496,1
9886917,Q13093,0
8064,P14555,0
8064,Q9NZK7,1
8064,Q9UKM7,0
8064,P45124,1
8064,P0C0T5,0
446308,P14555,0
446308,P00803,1
12530,P14555,0
12530,P04054,0
12530,Q9NZK7,0
3711,P14555,1
3710,P14555,0
1372,P14555,0
446783,P14555,0
5353370,P14555,0
5288635,P14555,0
165436,P9WNG3,1
165436,P94548,0
8917,P9WNG3,1
79541,P9WNG3,0
543502,P9WNG3,0
14812933,P9WNG3,1
24778468,P9WNG3,1
5280335,Q9NZD2,0
5280335,P03300,1
5280335,P03302,0
5280335,P13900,0
5280335,P15151,1
5280335,P03303,1
5280335,Q9HCF6,0
5280335,Q923J1,1
6992140,O00206,0
6992140,Q9NYK1,0
6992140,Q9NR96,0
6992140,O60603,0
2895,O00206,1
2895,P28223,1
2895,P23975,0
2895,P28335,1
2895,P31645,1
2895,P34969,1
2895,P50406,0
2895,P41595,0
2895,Q06278,1
6912404,O00206,0
DB06447,O00206,0
DB13615,O00206,1
DB13615,Q9HC29,0
1498,Q82122,0
448137,Q82122,0
448138,Q82122,1
127504,P23008,0
127504,P03303,0
441048,P23008,1
441048,P03303,1
129539,P23008,0
129539,P03303,1
5288826,Q9Y6Y9,1
5288826,P34975,0
5288826,P33535,1
5288826,P41143,0
5288826,P41145,0
5288826,P35372,1
70678542,Q99707,0
70678542,P20061,0
70678542,Q8IVH4,0
70678542,Q9BXJ7,1
70678542,Q96EY8,0
70678542,Q9UBK8,0
70678542,P22033,1
70678542,O60494,1
70678542,Q9Y4U1,1
70678590,Q99707,1
70678590,P42898,0
70678590,Q8IVH4,0
70678590,Q9UBK8,0
70678590,P22033,0
70678590,Q9Y4U1,1
6137,Q99707,1
6137,Q93088,1
6137,Q9UBK8,1
6137,P50579,0
6137,Q9H2M3,0
6323540,P31939,0
6323540,P00492,0
126941,P31939,1
126941,P04818,0
126941,P41440,0
126941,Q96NT5,1
126941,Q86XF0,1
126941,P00374,0
65110,P31939,1
5478860,P31939,0
6323417,P31939,0
23925,P02787,1
23925,P69905,0
23925,Q96FI4,0
23925,Q969S2,1
23925,P00450,0
23925,Q9BY41,0
23925,Q9GZT9,1
23925,P02794,0
23925,P06746,1
23925,P02786,1
23925,Q9NZD4,0
23925,Q16595,0
23925,P39748,1
9291,P02787,1
9291,P69905,1
9291,Q96FI4,1
9291,Q969S2,1
9291,P00450,1
9291,Q9BY41,0
9291,Q9GZT9,1
9291,P02794,0
9291,P06746,0
9291,P02786,0
9291,Q9NZD4,1
9291,Q16595,1
9291,P39748,0
159252,P02787,1
159252,P69905,0
159252,Q96FI4,0
159252,Q969S2,0
159252,P00450,1
159252,Q9BY41,1
159252,Q9GZT9,0
159252,P02794,0
159252,P06746,0
159252,P02786,0
159252,Q9NZD4,1
159252,Q16595,0
159252,P39748,0
54710214,P02787,1
54710214,P69905,1
54710214,Q96FI4,0
54710214,Q969S2,0
54710214,P00450,0
54710214,Q9BY41,1
54710214,Q9GZT9,1
54710214,P02794,0
54710214,P06746,1
54710214,P02786,0
54710214,Q9NZD4,0
54710214,Q16595,1
54710214,P39748,0
6433164,P02787,1
6433164,P69905,0
6433164,Q96FI4,1
6433164,Q969S2,1
6433164,P00450,0
6433164,Q9BY41,1
6433164,Q9GZT9,1
6433164,P02794,0
6433164,P06746,0
6433164,P02786,0
6433164,Q9NZD4,0
6433164,Q16595,0
6433164,P39748,0
167159,P02787,1
167159,P69905,0
167159,Q96FI4,1
167159,Q969S2,0
167159,P00450,1
167159,Q9BY41,0
167159,Q9GZT9,0
167159,P02794,1
167159,P06746,0
167159,P02786,1
167159,Q9NZD4,0
167159,Q16595,1
167159,P39748,1
5936,P02787,1
5936,P22303,0
5936,P06276,0
5359268,P02787,1
5359268,P05067,1
5359268,P06870,1
5359268,P05023,0
DB11397,P02787,0
DB11397,P06276,1
DB14517,P02787,0
DB14517,P05067,1
DB14517,P06870,0
DB14517,P05023,1
DB14518,P02787,1
DB14518,P05067,0
DB14518,P06870,0
DB14518,P05023,0
152951,P00734,0
7099,P00734,0
7099,P0A0N4,0
7099,Q58L87,0
5353305,P00734,0
5353305,P00749,0
5353305,P07477,1
185915,P00734,1
185915,P54577,0
185915,Q13526,1
1282,P00734,0
1282,P07477,0
5353306,P00734,1
5353306,P00749,0
5353306,P07477,0
5326608,P00734,0
1746,P00734,1
1746,P00749,1
1746,P07477,1
447476,P00734,1
447476,P00749,0
447476,P07477,0
104625,P00734,0
104625,P00742,0
104625,P02818,1
445843,P00734,1
445843,P00749,1
445843,P07477,0
445843,P05981,1
17754066,P00734,0
5287492,P00734,0
5288332,P00734,1
4369429,P00734,1
5494439,P00734,1
5494440,P00734,0
DB05714,P00734,1
6445226,P00734,0
131704300,P00734,1
23629654,P00734,1
23629654,P07477,0
44141860,P00734,0
44141860,P07477,1
25113614,P00734,0
25113614,P07477,1
46937030,P00734,0
46937030,P07477,1
657007,P00734,1
6323178,P00734,1
448123,P00734,0
5496862,P00734,1
42615253,P00734,1
448677,P00734,1
25113126,P00734,0
25113127,P00734,1
25011732,P00734,1
25113616,P00734,0
25113617,P00734,0
25113615,P00734,1
25113128,P00734,0
25220914,P00734,1
46937043,P00734,0
52942975,P00734,0
25011733,P00734,0
25271577,P00734,0
24963035,P00734,1
24963035,P07477,1
24963036,P00734,0
24963036,P07477,0
24963037,P00734,1
24963037,P07477,1
11957380,P00734,1
4073054,P00734,1
5287523,P00734,0
25134248,P00734,1
25134248,P07477,0
25021183,P00734,0
25113125,P00734,0
46937056,P00734,0
42615254,P00734,1
10095865,P00734,0
10095865,P00742,0
10343728,P00734,0
10343728,P00742,1
9911502,P00734,1
9911502,P00742,1
9820034,P00734,0
46937065,P00734,0
444238,P00734,1
1792,P00734,1
1792,P08709,0
444224,P00734,0
324690,P00734,0
5287789,P00734,1
446805,P00734,0
131704304,P00734,0
131704305,P00734,1
9543486,P00734,0
9543487,P00734,1
447219,P00734,1
6323250,P00734,1
656913,P00734,1
75243795,P00734,1
5288064,P00734,1
5288066,P00734,1
5288067,P00734,0
9867609,P00734,0
979,P00734,1
979,P14174,0
979,O67636,0
46937090,P00734,0
5288257,P00734,0
17758361,P00734,1
4634038,P00734,1
448953,P00734,1
448955,P00734,1
10114365,P00734,0
449126,P00734,0
449127,P00734,0
24754814,P00734,1
448763,P00734,1
8420,P00734,1
8420,P07477,1
23586040,P00734,0
4369485,P00734,0
46937165,P00734,0
46937165,P35869,0
4413,P00734,1
4413,P00742,0
4413,P00748,1
4413,P05362,1
4413,P06870,1
4413,P78348,0
4413,Q16515,0
4413,Q9UHC3,0
4413,P00736,1
4413,Q96QT4,1
4413,Q15661,0
4413,P07477,1
3447,P00734,0
3447,P00747,0
3447,Q15661,1
3447,P06870,0
3447,P20151,0
3447,P03952,0
529,P14618,0
529,P30613,1
529,Q07412,0
529,Q7ADF8,1
529,O35000,1
529,P00512,1
529,P00943,1
529,P50921,1
529,P0A733,0
529,P0AB91,1
529,P60174,0
529,P13929,1
529,P09104,1
444348,P14618,0
654376,P14618,0
25210493,P14618,1
650361,P14618,0
24877,P69905,0
24877,P68871,1
24877,P02792,1
76968835,P69905,0
76968835,P68871,0
76968835,P02792,0
DB13995,P69905,0
DB13995,P68871,0
DB13995,P02792,0
DB13995,P02794,0
4046,P69905,0
4046,P30542,1
4046,P29274,1
697959,P69905,0
697959,P68871,0
6518,P69905,1
6518,P68871,1
44129642,P69905,1
44129642,P68871,0
46937073,P69905,0
46937073,P68871,0
5192,P69905,1
5192,P68871,0
195347,P69905,0
195347,P68871,0
14357,P69905,1
14357,P68871,1
122335,P69905,0
122335,P68871,0
11138,P69905,1
11138,P68871,1
977,P69905,1
977,P68871,0
977,P00395,0
977,Q9Y5S8,0
91663255,P69905,0
DB14975,P69905,1
447865,P07437,0
447865,Q13748,0
447865,Q9H4B7,0
447865,P68363,0
447865,Q71U36,1
447865,Q9NY65,1
447865,P68371,1
447865,Q9BQE3,0
447865,P68366,0
447865,P04350,0
447865,Q13509,1
448013,P07437,1
448013,Q13748,1
448013,Q9H4B7,0
448013,P68363,1
448013,Q71U36,1
448013,Q9NY65,0
448013,P68371,0
448013,Q9BQE3,1
448013,P68366,1
448013,P04350,0
448013,Q13509,0
6918589,P07437,0
6918589,Q9H4B7,1
44424639,P07437,1
2833,P07437,1
100154,P07437,1
DB11641,P07437,0
123938,P48637,0
8761,P00747,1
8761,P9WIQ1,0
8761,P41052,1
49852292,P01008,1
49852292,P00742,1
9915886,P23415,0
9915886,P14867,1
9915886,P47869,0
9915886,P34903,1
9915886,P48169,1
9915886,P31644,0
9915886,Q16445,1
9915886,P18505,1
9915886,P47870,1
9915886,P28472,1
9915886,O14764,1
9915886,P78334,1
9915886,Q8N1C3,0
9915886,P18507,1
9915886,Q99928,0
9915886,O00591,0
9915886,Q9UN88,0
9915886,O14788,1
9942725,P23415,1
9942725,Q00975,0
9942725,P48167,0
9942725,Q7L0J3,1
11668,P02775,1
11668,O31156,0
17754184,P01009,1
DB05961,P01009,1
DB05961,P05155,0
DB05961,P05154,1
449120,P62937,1
104406,P62937,0
5388925,P62937,1
10257882,P01019,0
10257882,P30556,0
10257882,P25101,0
6918055,P07900,0
6918055,P09619,1
6918055,P17948,0
6918055,P08700,0
6918055,P01375,0
6918055,P05231,0
6918055,P01138,1
6918055,P08238,0
50294,P07900,1
50294,Q9NS75,1
50294,Q13258,0
50294,Q9Y271,0
50294,P21462,0
6323490,P07900,1
6323490,P14625,0
6323490,P0A8V2,1
6323490,P0A7Z4,0
6323490,P0A8T7,0
448969,P07900,0
5288382,P07900,0
5288382,P14625,1
5288382,P08238,1
448972,P07900,1
448965,P07900,0
448965,P08238,0
5326934,P07900,0
448973,P07900,0
5289232,P07900,0
448970,P07900,0
46936782,P07900,0
5289228,P07900,0
5289227,P07900,0
448974,P07900,0
448976,P07900,1
448971,P07900,1
5327104,P07900,0
44195571,P07900,0
44195571,P08238,1
5327103,P07900,0
10095904,P07900,0
6102788,P07900,1
10456828,P07900,0
16058668,P07900,0
25210273,P07900,0
9796161,P07900,0
44585557,P07900,0
13373715,P07900,1
24832022,P07900,1
17755582,P07900,1
5327095,P07900,0
10403821,P07900,1
5327091,P07900,1
5327091,P08238,1
24836816,P07900,0
6914564,P07900,0
6914564,P08238,1
2726820,P07900,1
46937132,P07900,0
448968,P07900,0
25058141,P07900,0
11160307,P07900,0
24812721,P07900,1
3777900,P07900,0
3695754,P07900,1
1916699,P07900,1
44129601,P07900,0
72194,P14625,1
8150,P14625,1
6604901,P14625,1
11373270,P14625,1
11373270,P08238,1
11840979,P14625,0
11840979,P08238,1
91493,P06744,1
91493,P46859,0
91493,P52209,0
446761,P06744,0
152306,P06744,0
191445,P06744,1
191445,P13376,0
3034794,P06744,0
3034794,P17169,0
122357,P06744,0
122357,O66496,1
122357,Q9WYH8,1
445936,P02743,0
4369593,P02743,1
4369594,P02743,1
81831,P09871,1
5287610,P23526,0
446824,P23526,1
159961,P23526,1
1535935,P32119,1
13136,P27797,1
13136,P0DP23,1
13136,O75340,0
13136,Q99584,1
13136,P04271,1
13136,P41180,1
13136,P27824,0
13136,P09486,0
13136,P06703,0
13136,P62166,0
13136,Q15493,0
13136,Q9ULB1,0
13136,Q99828,1
13136,P30626,1
13136,Q99653,0
13136,P35556,1
13136,O14958,0
13136,Q9UBV8,0
13136,P13693,1
13136,O75838,0
13136,P31415,0
13136,Q02818,1
13136,P80303,1
13136,Q75N90,0
13136,P28676,1
13136,Q9ULU8,1
13136,P0DP24,0
13136,P0DP25,1
13136,Q96FQ6,0
13136,P22676,1
13136,Q13938,1
13136,Q86UW7,1
13136,Q96L12,0
24456,P27797,1
24456,P0DP23,0
24456,O75340,0
24456,Q99584,0
24456,P04271,1
24456,P41180,0
24456,P27824,1
24456,P09486,0
24456,P06703,1
24456,P62166,1
24456,Q15493,0
24456,Q9ULB1,1
24456,Q99828,0
24456,P30626,0
24456,Q99653,1
24456,P35556,0
24456,O14958,0
24456,Q9UBV8,0
24456,P13693,1
24456,O75838,1
24456,P31415,1
24456,Q02818,1
24456,P80303,0
24456,Q75N90,1
24456,P28676,0
24456,Q9ULU8,1
24456,P0DP24,0
24456,P0DP25,0
24456,Q96FQ6,0
24456,P22676,0
24456,Q13938,1
24456,Q86UW7,0
24456,Q96L12,1
DB14481,P27797,0
DB14481,P0DP23,0
DB14481,O75340,0
DB14481,Q99584,0
DB14481,P04271,0
DB14481,P41180,0
DB14481,P27824,0
DB14481,P09486,1
DB14481,P06703,1
DB14481,P62166,1
DB14481,Q15493,1
DB14481,Q9ULB1,0
DB14481,Q99828,1
DB14481,P30626,1
DB14481,Q99653,0
DB14481,P35556,0
DB14481,O14958,0
DB14481,Q9UBV8,1
DB14481,P13693,1
DB14481,O75838,1
DB14481,P31415,1
DB14481,Q02818,0
DB14481,P80303,1
DB14481,Q75N90,1
DB14481,P28676,1
DB14481,Q9ULU8,1
DB14481,P0DP24,0
DB14481,P0DP25,1
DB14481,Q96FQ6,0
DB14481,P22676,0
DB14481,Q13938,0
DB14481,Q86UW7,0
DB14481,Q96L12,1
33042,P07237,0
33042,P0A7S3,1
33042,P9WQG9,0
33042,Q9R381,0
1983,Q15185,0
1983,Q8NER1,1
1983,P23219,1
1983,P35354,1
15606,P01857,1
15606,P80188,0
439554,P01857,1
439554,P05884,1
439554,P27914,1
439554,P27915,1
2761815,P01857,0
2761815,P35961,1
446967,P01857,1
440114,P01857,0
440114,P01859,0
440114,P01834,0
440114,P06310,0
446965,P01857,0
446965,P01834,0
45480634,P01857,0
68205,P01857,0
4447,P01857,0
447154,P01857,0
446476,P01857,0
444394,P01857,0
444394,P01834,1
444394,Q7Z3Y4,0
447364,P01857,1
447364,P23083,1
3256861,P01857,1
446966,P01857,1
446756,P01857,1
449244,P01857,1
449242,P01857,1
449242,P01859,0
449243,P01857,0
5496653,P01857,0
449245,P01857,1
445650,P01857,0
445650,P01834,0
445650,P01615,1
1082,P02749,1
8977,P15531,0
8977,P68104,0
8977,P84077,1
8977,P62330,1
8977,P49411,1
8977,O07347,1
8977,P63000,0
8977,P9WN95,1
8977,P01112,0
8977,P38424,1
8977,P10114,0
8977,Q8N142,1
8977,P20339,1
8977,Q15382,1
8977,Q08188,1
8977,P21980,1
8977,Q6NXR0,0
8977,P36405,0
8977,P11488,1
8977,P13639,1
8977,P63096,1
8977,P0A7D4,0
8977,Q7Z2Z2,0
8977,P51151,0
8977,P61586,1
8977,Q54089,1
8977,P60339,0
8977,P32056,0
8977,P13551,1
8977,Q9X1F8,1
8977,Q83JC4,0
8977,Q9U8D3,1
8977,P18085,1
8977,O60547,1
8977,Q01698,0
8977,Q26000,0
8977,P22392,1
8977,Q51366,0
8977,Q9X242,0
8977,Q9Y689,1
8977,P15170,0
8977,Q92930,0
8977,P51149,1
8977,P40616,0
8977,P62491,0
8977,P62826,0
8977,P11233,1
8977,P60953,0
8977,Q96KC2,0
8977,Q9Y6B6,0
8977,P41091,1
65103,P15531,0
65103,P07071,1
6326983,P15531,1
6326983,P77444,0
6326983,P07658,0
6326983,P49913,1
461279,P15531,1
448505,P15531,1
65355,P15531,1
164628,P15531,0
439220,P15531,0
444503,P15531,0
446090,P15531,0
455742,P15531,1
192706,P05067,0
192706,P22303,0
192706,P06276,0
10062737,P05067,1
10062737,P29422,0
10062737,Q93UV9,0
2973,P05067,1
25199766,P05067,0
DB05938,P05067,1
3080,P05067,1
11501341,P05067,1
24822371,P05067,1
15950376,P05067,1
165339,P01024,0
165339,P09211,1
165339,P08263,1
165339,P02689,0
165339,P07097,0
165339,P00782,0
165339,Q9BWD1,0
165339,P00282,0
5281071,P29034,1
5281071,P25021,0
5281071,Q9Y5N1,1
5281071,Q99584,0
5281071,P23297,1
5281071,P04271,1
5281071,P80511,0
5281071,P35367,1
3062316,P11142,1
3062316,P42684,0
3062316,P11274,0
3062316,Q06203,1
3062316,P51692,1
3062316,Q16539,1
3062316,Q06187,0
3062316,P41240,1
3062316,P54760,0
3062316,P07948,1
3062316,P42685,1
3062316,P09769,0
3062316,P54756,0
3062316,Q9NYL2,1
3062316,Q92570,0
3062316,P57059,1
3062316,Q9H0K1,0
3062316,Q9Y2K2,1
3062316,P09619,0
3062316,P10721,1
3062316,P06241,1
3062316,P07947,0
3062316,P29317,0
3062316,P06239,1
3062316,P00519,1
3062316,P12931,1
25195347,P11142,0
25195347,Q99933,0
8617,P61769,1
8617,P95468,0
8617,P01892,1
8617,P01848,0
8617,P01850,0
444389,P08758,0
444389,P05230,0
444389,P68638,1
444389,Q9Y663,1
444389,P09038,0
444389,P14210,0
49867144,P08758,1
49867144,P09038,1
444552,P08758,0
444552,Q9Y663,0
444552,P09038,0
444182,P08758,1
93176,P08758,1
1715,P08758,0
5459861,P08758,1
6437378,P06396,1
6437378,P68133,0
6437378,Q46220,0
5566,P26447,0
5566,P0DP23,0
5566,P35348,0
5566,Q9NYX4,0
5566,P63316,1
5566,P28223,1
5566,P28335,1
5566,P21917,1
5566,P35367,0
5566,P14416,0
91532,P00558,0
91532,P06213,1
91532,P9WI81,0
91532,O00764,1
91532,P45066,1
91532,Q56310,0
91532,P46859,1
91532,P15925,0
91532,P33221,0
91532,P0A9J6,1
91532,Q9X278,1
91532,Q12756,0
91532,Q8ZKR2,1
91532,O14983,1
91532,P51575,0
439183,P00558,1
439183,Q07412,1
439183,P60174,0
439183,Q9X519,0
439183,P36204,0
439183,P15259,0
2202,P35908,0
2202,Q99456,0
2202,Q9UQF2,1
2162,Q9P0X4,0
2162,P00915,1
2162,Q02641,0
2162,P17405,1
2162,Q00975,1
2162,Q8IZS8,0
2162,A0A024R8I1,1
2162,O60840,0
2162,Q13698,0
2162,Q13936,0
2162,Q01668,0
8280,Q9P0X4,1
8280,Q13936,0
8280,Q01668,1
8280,O60840,0
8280,Q13698,0
4567,Q9P0X4,0
4567,P48551,0
119171,Q9P0X4,1
119171,Q01668,0
119171,O60840,1
119171,Q13698,1
119171,Q13936,0
656668,Q9P0X4,0
656668,Q02641,1
656668,Q00975,1
656668,O43497,1
656668,O95180,0
656668,Q08289,1
656668,O00305,0
656668,P54284,1
656668,O00555,1
656668,Q13936,0
656668,Q01668,0
656668,Q13698,0
656668,O60840,0
4008,Q9P0X4,0
4008,Q02641,0
4008,O43497,1
4008,O95180,1
4008,Q08289,0
4008,O00305,1
4008,P54284,0
4008,O00555,1
4008,Q13936,0
4008,Q01668,0
4008,Q13698,1
4008,O60840,1
2910,P00915,1
2910,P00918,0
2910,P22748,0
2910,P54710,1
2910,Q6FHJ7,0
2910,P42261,0
2910,P42262,0
2910,P42263,1
2910,P48058,0
2910,P55017,1
4121,P00915,1
4121,P00918,0
4121,P22748,0
4121,P55017,1
4121,Q13621,1
2343,P00915,1
2343,P00918,0
2343,P22748,1
2343,O43570,1
2343,Q16790,1
2343,P55017,0
2720,P00915,1
2720,P00918,0
2720,P55017,1
5560,P00915,1
5560,P00918,1
5560,P22748,1
5560,P05023,0
5560,Q13621,1
5560,P55017,0
3284,P00915,1
3284,P00918,0
6307,P00915,1
6307,P00918,1
6307,P55011,0
6307,Q13621,0
6307,P55017,1
745994,P00915,1
745994,P00918,0
3161908,P00915,1
3161908,P00918,1
16122582,P00915,0
16122582,P00918,1
10340,P00915,1
10340,P00918,1
10340,P22748,0
10340,Q16790,0
24436,P00915,1
24436,P00918,1
60663,Q02641,0
60663,Q08289,0
60663,O00305,1
60663,P54284,0
60663,Q5XXA6,0
60663,P54282,0
60663,Q07652,1
60663,Q8NEC5,1
60663,Q96P56,1
60663,Q86XQ3,0
60663,Q7RTX7,0
60663,Q01668,1
60663,Q13698,1
60663,O60840,1
60663,Q13936,0
60663,Q9P0X4,1
60663,O43497,0
60663,O95180,1
208898,Q02641,1
208898,Q14524,0
208898,Q08289,0
208898,O00305,0
208898,P54284,1
208898,P08913,1
208898,P18089,1
208898,P18825,0
208898,P32418,0
208898,O95069,0
208898,Q14500,1
208898,P10827,1
208898,P48050,1
208898,P63252,1
208898,Q9UNX9,1
208898,P22460,0
208898,P48544,0
208898,Q12809,0
208898,Q13936,1
208898,Q01668,1
208898,Q13698,1
208898,O60840,1
208898,P08588,1
208898,P35348,1
208898,P35368,1
208898,P25100,0
208898,Q9UK17,1
208898,P51787,0
208898,P48549,1
5284627,Q02641,0
5284627,P07451,0
5284627,Q08289,0
5284627,O00305,1
5284627,P54284,0
5284627,Q15878,0
5284627,Q01118,1
5284627,O43570,0
5284627,P43166,1
5284627,P00915,1
5284627,P47869,1
5284627,P34903,0
5284627,P48169,1
5284627,P31644,0
5284627,Q16445,0
5284627,P18505,1
5284627,P47870,0
5284627,P28472,0
5284627,O14764,0
5284627,P78334,1
5284627,Q8N1C3,1
5284627,P18507,1
5284627,Q99928,1
5284627,O00591,0
5284627,Q9UN88,1
5284627,P42261,0
5284627,P42262,1
5284627,P42263,0
5284627,P48058,1
5284627,P39086,1
5284627,Q13002,1
5284627,Q16099,1
5284627,Q16478,1
5284627,Q13003,1
5284627,Q13936,0
5284627,Q01668,0
5284627,Q13698,1
5284627,O60840,0
5284627,P35498,1
5284627,Q9UI33,1
5284627,Q14524,1
5284627,P00918,1
5284627,Q15858,0
5284627,Q99250,0
5284627,Q9NY46,1
5284627,P35499,0
5284627,P14867,0
5284627,Q9Y5Y9,1
5284627,Q9UQD0,0
5284627,P22748,0
4497,Q02641,1
4497,Q08289,1
4497,O00305,0
4497,P54284,0
4497,P35869,1
4497,P22002,0
4497,P27732,0
4497,P13569,1
4497,P08235,1
4497,Q13936,1
4497,Q01668,1
4497,Q13698,0
4497,O60840,1
65948,Q02641,0
65948,Q13936,0
65948,Q01668,1
65948,O60840,0
65948,Q13698,0
5282138,Q02641,1
5282138,Q08289,0
5282138,O00305,0
5282138,P54284,1
5282138,O00555,1
5282138,Q02294,0
5282138,Q13936,1
5282138,Q01668,1
5282138,Q00975,1
5282138,Q13698,1
5282138,O60840,0
5311217,Q02641,1
5311217,Q08289,1
5311217,O00305,0
5311217,P54284,0
5311217,O00555,1
5311217,Q13936,0
5311217,Q01668,0
5311217,Q13698,0
5311217,O60840,1
2995,P17405,1
2995,P35367,0
2995,P14416,0
2995,P11229,1
2995,P08172,1
2995,P20309,1
2995,P08173,0
2995,P08912,0
2995,P08908,0
2995,P28223,0
2995,P28335,1
2995,P08913,0
2995,P18089,0
2995,P18825,0
2995,P08588,0
2995,P35348,0
2995,P35368,1
2995,P07550,1
2995,P25100,1
2995,P48542,1
2995,P48545,0
2995,Q7RTT9,0
2995,P31652,0
2995,P23975,0
2995,P31645,0
3446,Q00975,0
3446,A0A024R8I1,1
3446,P30542,0
3446,O43525,1
3446,Q9NR82,0
3446,P30531,1
3446,Q8IZS8,0
3446,Q7Z3S7,1
3446,P54289,0
3446,Q9NY47,0
5284583,Q00975,0
5284583,Q02563,0
5284583,Q7L0J3,0
4494,Q8IZS8,1
4494,Q08289,1
4494,P54289,0
4494,O60840,0
4494,Q13936,0
4494,Q01668,0
4494,Q13698,0
941361,P35367,1
941361,P0DP23,0
941361,Q9P0X4,0
941361,O43497,1
941361,O95180,0
3878,P35367,0
3878,P14416,1
3878,P21728,1
3878,P21918,1
3878,P11229,0
3878,P08172,1
3878,P20309,0
3878,P08173,1
3878,P08912,1
3878,P30542,1
3878,P46098,0
3878,P28223,1
3878,P41145,1
3878,P08913,1
3878,P29274,0
3878,P08588,0
3878,P35348,0
3878,P14867,1
3878,P47869,0
3878,P34903,1
3878,P48169,0
3878,P31644,1
3878,Q16445,0
3878,P18505,1
3878,P47870,0
3878,P28472,0
3878,O14764,0
3878,P78334,1
3878,Q8N1C3,1
3878,P18507,0
3878,Q99928,1
3878,O00591,1
3878,Q9UN88,0
3878,Q15878,0
3878,P04775,0
3878,P35498,0
3878,Q9NY46,1
3878,P35499,0
3878,Q14524,1
3878,Q9UQD0,0
3878,Q15858,1
3878,Q9Y5Y9,1
3878,Q9UI33,1
3878,Q99250,0
4585,P35367,1
4585,P14416,0
4585,P21728,0
4585,P21918,0
4585,P11229,0
4585,P08172,1
4585,P20309,1
4585,P08173,0
4585,P08908,1
4585,P46098,1
4585,P28223,1
4585,P28335,1
4585,P08588,1
4585,P35348,1
4585,P14867,0
4585,P47869,1
4585,P34903,0
4585,P48169,1
4585,P31644,1
4585,Q16445,1
4585,Q8N1C3,1
4585,P18507,0
4585,Q99928,1
4585,P21917,0
4585,P28566,1
4585,P35368,0
4585,P35462,1
4585,P28221,1
4585,P28222,0
4585,P50406,0
4585,P07550,0
4585,P13945,0
4585,P30939,1
2818,P35367,0
2818,P14416,1
2818,P21728,0
2818,P11229,0
2818,P08172,0
2818,P20309,0
2818,P08173,1
2818,P08912,1
2818,P08908,0
2818,P46098,0
2818,P28223,0
2818,P28335,0
2818,P08913,0
2818,P18089,1
2818,P18825,0
2818,P35348,1
2818,P21917,0
2818,P28566,0
2818,P35368,1
2818,P35462,1
2818,P34969,1
2818,P28221,1
2818,P28222,1
2818,P50406,0
2818,Q9H3N8,1
2818,Q9NYX4,0
2818,P09211,1
4926,P35367,1
4926,P21728,1
4926,P11229,0
4926,P08172,0
4926,P20309,1
4926,P08173,0
4926,P08912,1
4926,P28223,1
4926,P28335,0
4926,P35348,0
4926,P21917,0
4926,P35368,0
4926,P25100,0
4926,P35462,1
4926,P14416,0
2170,P35367,0
2170,P14416,1
2170,P21728,1
2170,P11229,1
2170,P08172,0
2170,P20309,0
2170,P08173,1
2170,P08912,1
2170,P08908,1
2170,P46098,0
2170,P28223,0
2170,P28335,1
2170,P08913,1
2170,P18089,0
2170,P18825,1
2170,P35348,0
2170,P14867,1
2170,P47869,1
2170,P34903,1
2170,P48169,0
2170,P31644,1
2170,Q16445,0
2170,P18505,1
2170,P47870,0
2170,P28472,1
2170,O14764,1
2170,P78334,1
2170,Q8N1C3,0
2170,P18507,0
2170,Q99928,1
2170,O00591,1
2170,Q9UN88,1
2170,P21917,0
2170,P35368,1
2170,P35462,1
2170,P34969,0
2170,P28222,0
2170,P41595,0
