Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,Label
3354,,,TRUE,O60658,0
3354,,,TRUE,Q01064,1
3354,,,TRUE,O95263,1
23897,TRUE,,,P11229,0
23897,TRUE,,,P08908,1
23897,,TRUE,,P35367,1
23897,TRUE,TRUE,,P28223,1
23897,TRUE,,TRUE,P14416,1
DB05152,TRUE,,,P11229,1
708857,TRUE,,,P11229,0
708857,TRUE,,,Q9HC97,1
5281042,TRUE,,,P08172,1
5281042,TRUE,,,P20309,0
5281042,TRUE,,,Q15822,1
5281042,TRUE,,,P06276,1
441289,TRUE,,,P08172,1
441289,TRUE,,,P20309,1
441289,TRUE,,,Q15822,0
441289,,TRUE,,P02708,1
50192,TRUE,,,P08172,0
50192,TRUE,,,P20309,1
50192,TRUE,,,Q15822,0
6433090,TRUE,,,P08172,1
6433090,TRUE,,TRUE,P11229,0
6433090,TRUE,,TRUE,P20309,1
6852391,TRUE,,,P08172,1
6852391,TRUE,,,P20309,0
441290,TRUE,,,P08172,0
441290,TRUE,,,P46098,0
441290,TRUE,,,Q15822,0
3100,TRUE,,,P08172,0
3100,TRUE,TRUE,TRUE,P35367,0
5284551,TRUE,,,P08172,1
5284551,TRUE,,,Q15822,1
21233,TRUE,,,P08172,0
21233,TRUE,,,Q15822,1
5311399,TRUE,,,P08172,0
3775,TRUE,,,P20309,1
3775,TRUE,,,P08173,1
1993,TRUE,,,P20309,1
1993,,TRUE,,P08482,0
1993,,TRUE,,P10980,0
1993,,TRUE,,P08483,1
1993,,TRUE,,P08485,0
DB13720,TRUE,,,P20309,1
5487427,TRUE,,,P08173,0
5487427,TRUE,,,P08912,1
5487427,TRUE,TRUE,,P11229,1
5487427,TRUE,TRUE,,P08172,0
5487427,TRUE,TRUE,,P20309,1
11434515,TRUE,,,P08173,1
11434515,TRUE,,,P08912,1
11434515,TRUE,TRUE,,P11229,1
11434515,TRUE,TRUE,,P08172,0
11434515,TRUE,TRUE,,P20309,1
4506,TRUE,,,P35498,0
4506,TRUE,,,P24046,1
4506,TRUE,,,P28476,1
4506,TRUE,,,A8MPY1,1
4506,TRUE,,TRUE,P14867,0
4506,TRUE,,TRUE,P47869,1
4506,TRUE,,TRUE,P34903,0
4506,TRUE,,TRUE,P48169,0
4506,TRUE,,TRUE,P31644,0
4506,TRUE,,TRUE,Q16445,1
4506,TRUE,,TRUE,P18505,0
4506,TRUE,,TRUE,P47870,0
4506,TRUE,,TRUE,P28472,1
4506,TRUE,,TRUE,O14764,1
4506,TRUE,,TRUE,P78334,1
4506,TRUE,,TRUE,Q8N1C3,1
4506,TRUE,,TRUE,P18507,0
4506,TRUE,,TRUE,Q99928,0
4506,TRUE,,TRUE,O00591,0
4506,TRUE,,TRUE,Q9UN88,0
4753,TRUE,,,P35498,0
4756,TRUE,,,P35498,0
21733122,TRUE,,,P35498,0
21733122,TRUE,,,Q99250,1
21733122,TRUE,,,Q9NY46,0
21733122,TRUE,,,Q9UQD0,1
9837243,TRUE,,,P35498,1
9837243,TRUE,,,Q9UI33,0
9837243,TRUE,,,Q14524,1
9837243,TRUE,,,Q15858,0
9837243,TRUE,,,Q99250,0
9837243,TRUE,,,Q9NY46,1
9837243,TRUE,,,P35499,1
9837243,TRUE,,,Q07699,0
9837243,TRUE,,,O60939,0
9837243,TRUE,,,Q9NY72,1
9837243,TRUE,,,Q8IWT1,1
9837243,TRUE,,,Q9Y5Y9,0
9837243,TRUE,,,Q01118,0
9837243,TRUE,,,Q9UQD0,0
9837243,,TRUE,,Q02563,1
9837243,TRUE,,TRUE,Q7L0J3,0
DB13269,TRUE,,,P35498,1
DB13269,TRUE,,,Q9UI33,1
DB13269,TRUE,,,Q14524,1
DB13269,TRUE,,,Q15858,0
DB13269,TRUE,,,Q99250,1
DB13269,TRUE,,,Q9NY46,0
DB13269,TRUE,,,P35499,1
DB13269,TRUE,,,Q07699,0
DB13269,TRUE,,,O60939,1
DB13269,TRUE,,,Q9NY72,1
DB13269,TRUE,,,Q8IWT1,0
DB13269,TRUE,,,Q9Y5Y9,0
DB13269,TRUE,,,Q01118,1
DB13269,TRUE,,,Q9UQD0,1
10767,TRUE,,,P35498,0
10767,TRUE,,,Q9UI33,1
10767,TRUE,,,Q14524,1
10767,TRUE,,,Q15858,1
10767,TRUE,,,Q99250,0
10767,TRUE,,,Q9NY46,1
10767,TRUE,,,P35499,0
10767,TRUE,,,Q9Y5Y9,0
10767,TRUE,,,Q01118,1
10767,TRUE,,,Q9UQD0,1
6843,TRUE,,,P35498,1
6843,TRUE,,,Q9UI33,1
6843,TRUE,,,Q14524,0
6843,TRUE,,,Q15858,0
6843,TRUE,,,Q99250,0
6843,TRUE,,,Q9NY46,1
6843,TRUE,,,P35499,1
6843,TRUE,,,Q9Y5Y9,1
6843,TRUE,,,Q01118,0
6843,TRUE,,,Q9UQD0,0
10770,TRUE,,,Q14524,1
10770,TRUE,,,Q9Y5Y9,1
52195,TRUE,,,Q14524,1
7699,TRUE,,,Q14524,0
5734,TRUE,,,P00918,1
5734,TRUE,,,P22748,0
5734,TRUE,,,P27338,1
5734,TRUE,,,P21397,1
5734,TRUE,,,Q16790,0
5734,TRUE,,,P07451,0
5734,TRUE,,,P35218,1
5734,TRUE,,,Q9Y2D0,0
5734,TRUE,,,P23280,0
5734,TRUE,,,P35219,1
5734,TRUE,,,Q9NS85,0
5734,TRUE,,,O75493,1
5734,TRUE,,,Q8N1Q1,0
5734,TRUE,,,Q9ULX7,1
5734,TRUE,,,Q07699,1
5734,TRUE,,,O60939,1
5734,TRUE,,,Q9NY72,0
5734,TRUE,,,Q8IWT1,1
5734,TRUE,TRUE,,P00915,0
5734,TRUE,TRUE,,O43570,0
5734,TRUE,TRUE,,P43166,1
5734,,,TRUE,Q9UQD0,0
5734,,,TRUE,Q9Y5Y9,0
5734,TRUE,,TRUE,Q9P0X4,0
5734,TRUE,,TRUE,O43497,0
5734,TRUE,,TRUE,O95180,1
5734,TRUE,,TRUE,P35498,1
5734,TRUE,,TRUE,Q9UI33,1
5734,TRUE,,TRUE,Q14524,0
5734,TRUE,,TRUE,Q15858,1
5734,TRUE,,TRUE,Q99250,1
5734,TRUE,,TRUE,Q9NY46,0
5734,TRUE,,TRUE,P35499,1
119607,TRUE,,,P00918,0
119607,TRUE,,,P07451,1
119607,,TRUE,,O43570,0
119607,TRUE,TRUE,TRUE,P35354,0
5355,TRUE,,,P00918,0
5355,TRUE,,,P07451,0
5355,,TRUE,,P00915,0
5355,,TRUE,,O43570,0
5355,,TRUE,,P43166,1
5355,TRUE,TRUE,,P35462,0
5355,TRUE,TRUE,TRUE,P14416,0
3440,TRUE,,,P00918,1
3440,TRUE,TRUE,,Q9HC97,1
3440,,TRUE,TRUE,P55011,1
3440,TRUE,TRUE,TRUE,Q13621,0
14309,TRUE,,,P00918,1
4347,TRUE,,,P00918,0
120231,TRUE,,,P00918,0
444612,TRUE,,,P00918,0
4290,TRUE,,,P00918,0
446275,TRUE,,,P00918,0
3013848,TRUE,,,P00918,1
446241,TRUE,,,P00918,0
5287541,TRUE,,,P00918,1
5287541,TRUE,,TRUE,P08842,1
446237,TRUE,,,P00918,0
446276,TRUE,,,P00918,0
2144,TRUE,,,P00918,0
1604,TRUE,,,P00918,0
445770,TRUE,,,P00918,0
9864,TRUE,,,P00918,1
9864,TRUE,,,P43235,1
9864,,,TRUE,P05091,0
9864,,,TRUE,P30837,0
9864,,,TRUE,P51648,0
446242,TRUE,,,P00918,0
65077,TRUE,,,P00918,1
445393,TRUE,,,P00918,1
4293,TRUE,,,P00918,0
446239,TRUE,,,P00918,0
4369101,TRUE,,,P00918,1
4369172,TRUE,,,P00918,0
446274,TRUE,,,P00918,1
1387,TRUE,,,P00918,1
17754181,TRUE,,,P00918,0
4316,TRUE,,,P00918,0
9257,TRUE,,,P00918,0
5496599,TRUE,,,P00918,1
4369171,TRUE,,,P00918,0
1758,TRUE,,,P00918,1
4288,TRUE,,,P00918,1
4369102,TRUE,,,P00918,0
446277,TRUE,,,P00918,1
8747,TRUE,,,P00918,1
8747,TRUE,,,P69488,0
1759,TRUE,,,P00918,1
5288859,TRUE,,,P00918,0
4369103,TRUE,,,P00918,0
446238,TRUE,,,P00918,0
193512,TRUE,,,P00918,1
1514,TRUE,,,P00918,1
3092847,TRUE,,,P00918,0
446240,TRUE,,,P00918,1
4369414,TRUE,,,P00918,0
4369413,TRUE,,,P00918,1
5289159,TRUE,,,P00918,1
11069133,TRUE,,,P00918,1
11245700,TRUE,,,P00918,1
23653514,TRUE,,,P00918,0
18794,TRUE,,,P00918,1
18794,,TRUE,,P00915,0
18794,,TRUE,,O43570,0
444607,TRUE,,,P00918,1
12598931,TRUE,,,P00918,1
462919,TRUE,,,P00918,0
11188898,TRUE,,,P00918,0
165323,TRUE,,,P00918,0
444849,TRUE,,,P00918,0
1700,TRUE,,,P00918,0
688424,TRUE,,,P00918,0
44144383,TRUE,,,P00918,0
96876,TRUE,,,P00918,1
891831,TRUE,,,P00918,0
6852128,TRUE,,,P00918,0
5356,TRUE,,,P00918,1
9804302,TRUE,,,P00918,0
9912519,TRUE,,,P00918,1
6604229,TRUE,,,P00918,0
14611919,TRUE,,,P00918,0
6852129,TRUE,,,P00918,1
6852129,TRUE,,,P14174,1
169682,TRUE,,,P00918,1
68844,TRUE,,,P22748,1
68844,TRUE,,,P07451,0
68844,TRUE,,,P35218,0
68844,,TRUE,,O43570,0
68844,,TRUE,,Q9ULX7,0
68844,,TRUE,,P43166,0
68844,TRUE,TRUE,,P00915,1
68844,TRUE,,TRUE,P00918,1
4943,TRUE,,,Q99250,0
4943,TRUE,,,P35499,1
4943,,TRUE,,O88704,1
4943,TRUE,,TRUE,P14867,1
4943,TRUE,,TRUE,P47869,1
4943,TRUE,,TRUE,P34903,0
4943,TRUE,,TRUE,P48169,0
4943,TRUE,,TRUE,P31644,0
4943,TRUE,,TRUE,Q16445,1
4943,TRUE,,TRUE,P18505,1
4943,TRUE,,TRUE,P47870,1
4943,TRUE,,TRUE,P28472,1
4943,TRUE,,TRUE,O14764,1
4943,TRUE,,TRUE,P78334,1
4943,TRUE,,TRUE,Q8N1C3,1
4943,TRUE,,TRUE,P18507,1
4943,TRUE,,TRUE,Q99928,1
4943,TRUE,,TRUE,O00591,1
4943,TRUE,,TRUE,Q9UN88,0
28693,TRUE,,,Q99250,1
28693,,TRUE,,P28222,0
28693,,TRUE,,P28221,1
28693,,TRUE,,P28566,1
28693,,TRUE,,P30939,1
28693,,TRUE,,P30940,0
28693,,TRUE,,P28223,0
28693,,TRUE,,P30994,0
28693,,TRUE,,P41595,1
28693,,TRUE,,P28335,0
28693,,TRUE,,P47898,1
28693,,TRUE,,P50406,0
28693,,TRUE,,P31388,1
28693,,TRUE,,P34969,1
28693,,TRUE,,P32304,1
28693,,TRUE,,P32305,0
DB13908,TRUE,,,Q99250,0
4684,TRUE,,,P35499,1
26175,TRUE,,,P27338,0
26175,TRUE,,,P21397,0
26175,TRUE,,,P28223,1
26175,TRUE,,,P23975,0
26175,TRUE,,,P31645,1
26175,TRUE,,,Q01959,1
26175,TRUE,,,Q05940,0
26175,TRUE,,,P54219,1
31721,TRUE,,,P27338,1
31721,TRUE,,,P21397,0
31721,TRUE,,,P31645,1
31721,TRUE,,,P08913,1
31721,TRUE,,,P35348,0
31721,TRUE,,,Q01959,1
31721,TRUE,,,Q05940,1
10836,TRUE,,,P27338,0
10836,TRUE,,,P21397,1
10836,TRUE,,,P08913,0
10836,TRUE,,,P18089,0
10836,TRUE,,,P18825,1
10836,TRUE,,,Q96RJ0,0
10836,TRUE,,TRUE,P23975,1
10836,TRUE,,TRUE,P31645,0
10836,TRUE,,TRUE,Q01959,0
10836,TRUE,,TRUE,Q05940,0
10836,TRUE,,TRUE,P54219,1
4528,TRUE,,,P27338,0
4528,TRUE,,,P21397,1
4528,TRUE,,,P31645,1
4528,TRUE,,,P05164,1
4528,TRUE,,,Q05940,0
4528,TRUE,TRUE,,P23975,1
4528,TRUE,TRUE,,Q01959,1
41987,TRUE,,,P27338,1
41987,TRUE,,,P21397,0
41987,TRUE,,,P31645,0
84704,TRUE,,,P27338,1
84704,TRUE,,,P05019,1
84704,TRUE,,,P03276,1
1549107,TRUE,,,P27338,1
1549107,TRUE,,,Q96RI1,0
7054,TRUE,,,P27338,1
5289295,TRUE,,,P27338,0
5289310,TRUE,,,P27338,0
5289289,TRUE,,,P27338,1
5288103,TRUE,,,P27338,0
16750123,TRUE,,,P27338,1
11616886,TRUE,,,P27338,1
233979,TRUE,,,P27338,1
46937129,TRUE,,,P27338,0
5494443,TRUE,,,P27338,0
23659732,TRUE,,,P27338,0
4915,TRUE,,,P27338,0
4915,TRUE,,,P21397,0
213049,TRUE,,,P21397,1
3492020,TRUE,,,P21397,1
5280953,TRUE,,,P21397,1
5280953,,TRUE,,Q13627,1
5280953,,TRUE,,Q9Y463,1
5143,TRUE,,,P07451,0
3998,TRUE,,,P23280,1
17414308,TRUE,,,Q8N1Q1,0
34312,TRUE,,,Q07699,1
34312,TRUE,,,O60939,0
34312,TRUE,,,Q9NY72,0
34312,TRUE,,,Q8IWT1,1
34312,TRUE,,,Q01118,0
34312,TRUE,,TRUE,P35498,1
34312,TRUE,,TRUE,Q9UI33,0
34312,TRUE,,TRUE,Q14524,0
34312,TRUE,,TRUE,Q15858,0
34312,TRUE,,TRUE,Q99250,0
34312,TRUE,,TRUE,Q9NY46,0
34312,TRUE,,TRUE,P35499,0
34312,TRUE,,TRUE,Q9Y5Y9,1
34312,TRUE,,TRUE,Q9UQD0,1
4499,TRUE,,,Q08289,1
4499,TRUE,,,P54289,0
4499,,TRUE,,Q01815,1
4499,,TRUE,,Q99246,0
4499,,,TRUE,O60840,0
4499,TRUE,,TRUE,Q01668,1
4499,TRUE,,TRUE,Q13698,1
4499,TRUE,TRUE,TRUE,Q13936,0
3372,TRUE,,,P0DP23,0
3372,TRUE,,,P28335,1
3372,TRUE,,,P10275,0
3372,,TRUE,,P50406,1
3372,,TRUE,,P31388,0
3372,,TRUE,,P32305,1
3372,,TRUE,,P34969,0
3372,,TRUE,,P21918,1
3372,,TRUE,,P35367,0
3372,TRUE,TRUE,,P21728,0
3372,TRUE,TRUE,,P28223,1
3372,TRUE,TRUE,TRUE,P14416,0
2351,TRUE,,,P0DP23,0
2351,TRUE,,,P54750,1
2351,TRUE,,,Q01064,0
2351,TRUE,,,Q9NY47,0
2351,TRUE,,,O00555,0
2351,TRUE,,,P63316,0
2351,,TRUE,,Q9Z258,1
2351,,TRUE,,P56696,1
2351,,,TRUE,Q14654,0
2351,,,TRUE,P50993,1
2351,,,TRUE,P13637,0
2351,,,TRUE,Q13733,1
2351,,,TRUE,Q13936,0
2351,,,TRUE,Q01668,1
2351,,,TRUE,O60840,0
2351,,,TRUE,Q13698,1
2351,,,TRUE,Q9P0X4,0
2351,,,TRUE,O43497,0
2351,,,TRUE,P22460,1
2351,,,TRUE,Q9UK17,1
2351,,,TRUE,P48549,0
2351,,,TRUE,P48544,1
2351,,,TRUE,Q15842,1
2351,,,TRUE,Q14500,0
2351,TRUE,,TRUE,Q12809,1
2351,TRUE,,TRUE,O95180,1
2351,TRUE,,TRUE,P51787,0
2351,TRUE,,TRUE,P05023,0
3025,TRUE,,,P0DP23,0
3025,,,TRUE,P35498,0
3025,,,TRUE,Q99250,1
3025,,,TRUE,Q9NY46,0
3025,,,TRUE,P35499,0
3025,,,TRUE,Q9UQD0,1
3025,,,TRUE,Q15858,0
3025,,,TRUE,Q9UI33,0
3025,TRUE,,TRUE,Q14524,1
3025,TRUE,,TRUE,Q9Y5Y9,1
2218,TRUE,,,P0DP23,1
2218,,,TRUE,P35498,0
2218,,,TRUE,Q99250,1
2218,,,TRUE,Q9NY46,0
2218,,,TRUE,P35499,1
2218,,,TRUE,Q9UQD0,0
2218,,,TRUE,Q15858,1
2218,,,TRUE,Q9Y5Y9,0
2218,,,TRUE,Q9UI33,1
2218,TRUE,,TRUE,Q14524,1
4768,TRUE,,,P0DP23,1
4768,TRUE,,,P07550,1
4768,TRUE,,TRUE,P08913,1
4768,TRUE,,TRUE,P18825,1
4768,TRUE,,TRUE,P35348,1
4768,TRUE,,TRUE,P35368,0
4768,TRUE,,TRUE,P25100,0
4768,TRUE,TRUE,TRUE,P18089,1
3955,TRUE,,,P0DP23,1
3955,TRUE,,,Q14994,0
3955,TRUE,,,O00555,0
3955,TRUE,,,P01189,1
3955,TRUE,,TRUE,P41143,1
3955,TRUE,,TRUE,P41145,0
3955,TRUE,TRUE,TRUE,P35372,1
157684,TRUE,,,P0DP23,0
6386,TRUE,,,P0DP23,1
6386,TRUE,,,P60174,0
6386,TRUE,,,P07998,1
6386,TRUE,,,P47228,0
6386,TRUE,,,P50579,0
5681,TRUE,,,P0DP23,0
5681,TRUE,,,P63316,0
5681,TRUE,,,P19429,1
9801,TRUE,,,P0DP23,1
9801,TRUE,,,Q9H1R3,1
5312137,TRUE,,,P0DP23,0
5312137,TRUE,,,Q13557,0
5312137,,TRUE,,Q96GD4,1
5312137,,TRUE,,Q9UQB9,0
5312137,,TRUE,,Q8IWQ3,0
5312137,,TRUE,,P06239,0
5312137,,TRUE,,P07948,0
5312137,,TRUE,,P12931,1
5312137,,TRUE,,P07947,0
DB13800,TRUE,,,P0DP23,1
DB13800,TRUE,,,P31415,0
DB13800,TRUE,,,P22676,0
70691449,TRUE,,,P30542,0
11948288,TRUE,,,P30542,1
68865,TRUE,,,P21554,1
68865,TRUE,,,Q8NER1,0
68865,TRUE,,TRUE,P23219,1
68865,TRUE,,TRUE,P35354,0
643684,TRUE,,,P21554,1
643684,TRUE,,,P34972,1
643684,TRUE,,,Q8NER1,0
93147,TRUE,,,P21554,1
93147,TRUE,,,P34972,1
93147,TRUE,,,P08908,1
93147,TRUE,,,O75762,1
93147,TRUE,,,Q7Z2W7,0
93147,TRUE,,,Q9Y2T6,0
93147,TRUE,,,Q9Y5S1,0
216416,TRUE,,,P34972,1
216416,TRUE,TRUE,,P03372,0
216416,TRUE,TRUE,,Q92731,1
65999,TRUE,,,P37231,1
65999,TRUE,TRUE,TRUE,P30556,1
9864881,TRUE,,,P37231,1
9864881,TRUE,,,Q03181,1
9864881,TRUE,,TRUE,Q07869,0
5311309,TRUE,,,P37231,0
5311309,,,TRUE,Q14654,1
5311309,TRUE,,TRUE,Q09428,0
65981,TRUE,,,P37231,0
65981,,,TRUE,Q14654,0
65981,TRUE,TRUE,TRUE,Q09428,0
3478,TRUE,,,P37231,1
3478,TRUE,,TRUE,Q09428,1
121891,TRUE,,,P37231,1
121891,TRUE,,,Q09428,0
446758,TRUE,,,P37231,0
6102812,TRUE,,,P37231,0
16145453,TRUE,,,P37231,0
9549225,TRUE,,,P37231,0
9549225,TRUE,,,Q15788,1
6443013,TRUE,,,P37231,1
9547900,TRUE,,,P37231,1
24875301,TRUE,,,P37231,0
24875302,TRUE,,,P37231,1
46937060,TRUE,,,P37231,0
46937061,TRUE,,,P37231,0
5312830,TRUE,,,P37231,0
5312830,,TRUE,,Q9UNW8,0
46937076,TRUE,,,P37231,0
181137,TRUE,,,P37231,0
11149906,TRUE,,,P37231,1
11483970,TRUE,,,P37231,1
6006216,TRUE,,,P37231,1
23654841,TRUE,,,P37231,1
2742752,TRUE,,,P37231,0
11460087,TRUE,,,P37231,0
9826451,TRUE,,,P37231,0
969516,TRUE,,,P37231,0
969516,TRUE,,,P16152,0
969516,TRUE,,,P09211,1
969516,TRUE,,,P11473,0
969516,TRUE,,,O15440,0
969516,,TRUE,,Q09472,0
9888484,TRUE,,,P37231,0
9888484,,,TRUE,Q07869,0
DB14034,TRUE,,,P37231,1
DB14635,TRUE,,,P37231,1
DB14635,TRUE,,,P16152,1
DB14635,TRUE,,,P09211,0
DB14635,TRUE,,,P11473,1
DB14635,TRUE,,,O15440,1
681,TRUE,,,P08908,1
681,TRUE,,,P46098,1
681,TRUE,,,P00441,0
681,TRUE,,,P23975,1
681,TRUE,,,P31645,1
681,TRUE,,,P34969,1
681,TRUE,,,Q01959,1
681,TRUE,,,Q05940,0
681,TRUE,,,P09172,0
681,TRUE,,,O95264,1
681,,TRUE,,P61169,0
681,,TRUE,,P30729,1
681,TRUE,TRUE,TRUE,P14416,0
681,TRUE,TRUE,TRUE,P21728,0
681,TRUE,TRUE,TRUE,P21918,0
681,TRUE,TRUE,TRUE,P21917,1
681,TRUE,TRUE,TRUE,P35462,0
6077,TRUE,,,P08908,0
6077,TRUE,,,P28223,0
6077,TRUE,,,P35348,1
6077,TRUE,,,P35368,0
6077,TRUE,,TRUE,P14416,1
6077,TRUE,,TRUE,P21728,1
59227,TRUE,,,P08908,0
59227,TRUE,,,P18089,1
59227,TRUE,TRUE,,P21728,0
59227,TRUE,TRUE,,P21918,0
59227,TRUE,TRUE,,P21917,0
59227,TRUE,TRUE,,P35462,1
59227,TRUE,TRUE,TRUE,P14416,0
4595,TRUE,,,P08908,1
4595,TRUE,,,P35372,0
4595,TRUE,,,P28222,1
4595,TRUE,,,Q13639,1
4595,,,TRUE,Q8WXA8,0
4595,,,TRUE,Q70Z44,1
4595,,,TRUE,A5X5Y0,0
4595,,TRUE,TRUE,O95264,1
4595,TRUE,TRUE,TRUE,P46098,0
49803313,TRUE,,,P08908,0
49803313,TRUE,,,P46098,1
49803313,TRUE,,,P28223,1
49803313,TRUE,,,P28335,0
49803313,TRUE,,,P28566,1
49803313,TRUE,,,P34969,0
49803313,TRUE,,,P28221,0
49803313,TRUE,,,P28222,0
49803313,TRUE,,,P50406,0
49803313,TRUE,,,P41595,0
49803313,TRUE,,,P30939,0
49803313,TRUE,,,O95264,0
49803313,TRUE,,,Q13639,0
49803313,TRUE,,,Q8WXA8,1
49803313,TRUE,,,Q70Z44,1
49803313,TRUE,,,A5X5Y0,0
49803313,,TRUE,,P08922,1
49803313,,TRUE,,P29376,0
49803313,,TRUE,,Q12866,0
49803313,,TRUE,,P04629,0
49803313,,TRUE,,P07949,1
49803313,TRUE,TRUE,,Q9UM73,0
49803313,TRUE,TRUE,,P30530,0
49803313,TRUE,TRUE,TRUE,P36888,1
4946,TRUE,,,P08908,1
4946,TRUE,,,P28222,0
4946,,TRUE,,P26255,1
4946,,TRUE,,P25962,1
4946,TRUE,,TRUE,P08588,1
4946,TRUE,TRUE,TRUE,P07550,0
4946,TRUE,TRUE,TRUE,P13945,0
2119,TRUE,,,P08908,1
2119,TRUE,,TRUE,P08588,0
2119,TRUE,,TRUE,P13945,1
2119,TRUE,TRUE,TRUE,P07550,1
37464,TRUE,,,P08908,0
37464,TRUE,,,P28222,1
37464,,,TRUE,P13945,1
37464,TRUE,,TRUE,P08588,1
37464,TRUE,,TRUE,P07550,0
44112,TRUE,,,P08908,0
44112,TRUE,,,P28222,1
44112,TRUE,,TRUE,P08588,0
44112,TRUE,,TRUE,P07550,1
44112,TRUE,,TRUE,P13945,0
71768094,TRUE,,,P08908,0
71768094,TRUE,,,P46098,1
71768094,TRUE,,,P23975,0
71768094,TRUE,,,P31645,1
71768094,TRUE,,,P08588,1
71768094,TRUE,,,P34969,1
71768094,TRUE,,,P28222,1
119570,TRUE,,,P08908,1
119570,TRUE,,,P08913,1
119570,TRUE,,TRUE,P21917,0
119570,TRUE,TRUE,TRUE,P14416,1
119570,TRUE,TRUE,TRUE,P35462,0
30668,TRUE,,,P08908,0
30668,TRUE,,,P28335,0
30668,TRUE,,,P35348,0
30668,TRUE,,,P34969,1
30668,TRUE,,,P28221,1
30668,,TRUE,TRUE,P18089,1
30668,,TRUE,TRUE,P18825,1
30668,TRUE,TRUE,TRUE,P08913,0
68802,TRUE,,,P08908,0
68802,TRUE,,,P08913,0
68802,TRUE,TRUE,TRUE,P21397,1
6540428,TRUE,,,P08908,0
6540428,TRUE,,,P28223,1
6540428,TRUE,,,P28335,0
6540428,TRUE,,,P28566,1
6540428,TRUE,,,P34969,0
6540428,TRUE,,,P28222,1
6540428,TRUE,,,P41595,0
6540428,TRUE,,,P30939,1
4158,TRUE,,,P08908,0
4158,TRUE,TRUE,TRUE,P23975,1
4158,TRUE,TRUE,TRUE,Q01959,0
3678,TRUE,,,P08908,1
71353,TRUE,,,P08908,0
71353,TRUE,,,P28335,1
71353,TRUE,,,P28222,0
71353,,TRUE,,P31645,0
60813,TRUE,,,P08908,0
198746,TRUE,,,P08908,1
DB05562,TRUE,,,P08908,1
DB06393,TRUE,,,P08908,0
55285,TRUE,,,P08908,0
55285,TRUE,,,P28223,0
55285,TRUE,,,P28335,1
55285,TRUE,,,O00555,0
DB06506,TRUE,,,P08908,0
DB06538,TRUE,,,P08908,0
DB14010,TRUE,,,P08908,1
DB14010,TRUE,,,P28223,0
5467,TRUE,,,P08908,1
5467,TRUE,,,P46098,1
5467,TRUE,,,P28223,0
5467,TRUE,,,P28335,1
5467,TRUE,,,P08913,1
5467,TRUE,,,P18089,1
5467,TRUE,,,P18825,1
5467,TRUE,,,P35348,0
5467,TRUE,,,P28566,0
5467,TRUE,,,P35368,0
5467,TRUE,,,P35462,0
5467,TRUE,,,P34969,0
5467,TRUE,,,P28221,0
5467,TRUE,,,P28222,0
5467,TRUE,,,P50406,1
5467,TRUE,,,P41595,0
5467,TRUE,,,P25100,0
5467,TRUE,,,P30939,1
5467,TRUE,,,O95264,0
5467,TRUE,,,Q13639,1
5467,TRUE,,,Q8WXA8,0
5467,TRUE,,,Q70Z44,1
5467,TRUE,,,A5X5Y0,0
5467,TRUE,,TRUE,P14416,1
5205,TRUE,,,P08908,0
5205,TRUE,,,P46098,1
5205,TRUE,,,P28223,1
5205,TRUE,,,P28335,0
5205,TRUE,,,P28566,1
5205,TRUE,,,P34969,0
5205,TRUE,,,P28221,1
5205,TRUE,,,P28222,0
5205,TRUE,,,P50406,1
5205,TRUE,,,P41595,0
5205,TRUE,,,P30939,1
5205,TRUE,,,O95264,1
5205,TRUE,,,Q13639,1
5205,TRUE,,,Q8WXA8,0
5205,TRUE,,,Q70Z44,1
5205,TRUE,,,A5X5Y0,0
5205,TRUE,,TRUE,P08913,1
5205,TRUE,,TRUE,P18089,0
5205,TRUE,,TRUE,P18825,1
DB11273,TRUE,,,P08908,1
DB11273,TRUE,,,P46098,1
DB11273,TRUE,,,P28223,1
DB11273,TRUE,,,P28335,1
DB11273,TRUE,,,P08913,0
DB11273,TRUE,,,P18089,1
DB11273,TRUE,,,P18825,1
DB11273,TRUE,,,P08588,1
DB11273,TRUE,,,P35348,1
DB11273,TRUE,,,P28566,1
DB11273,TRUE,,,P35368,1
DB11273,TRUE,,,P34969,0
DB11273,TRUE,,,P28221,0
DB11273,TRUE,,,P28222,1
DB11273,TRUE,,,P50406,1
DB11273,TRUE,,,P41595,0
DB11273,TRUE,,,P07550,0
DB11273,TRUE,,,P25100,1
DB11273,TRUE,,,P13945,1
DB11273,TRUE,,,P30939,0
DB11273,TRUE,,,O95264,0
DB11273,TRUE,,,Q13639,1
DB11273,TRUE,,,Q8WXA8,0
DB11273,TRUE,,,Q70Z44,0
DB11273,TRUE,,,A5X5Y0,0
3052778,TRUE,,,P46098,0
3052778,TRUE,,,Q13639,0
DB06422,TRUE,,,P46098,0
DB06422,TRUE,,,Q13639,0
DB08839,TRUE,,,P46098,0
DB08839,TRUE,,,P28223,0
DB08839,TRUE,,,P31645,1
DB08839,TRUE,,,Q05940,0
DB08839,TRUE,,,O95264,1
3033818,TRUE,,,P46098,0
444,TRUE,,,P46098,0
444,TRUE,,,P32297,0
444,TRUE,TRUE,TRUE,P23975,0
444,TRUE,TRUE,TRUE,Q01959,1
DB05642,TRUE,,,P46098,0
DB05642,TRUE,,,P23975,0
9838022,TRUE,,,P46098,0
9838022,TRUE,,,P41143,0
9838022,TRUE,,,P41145,0
